,sentiment,text
2546,0,learn to appreciate what you have before time makes you appreciate what you had i miss my work business dream sad_but_relieved_face frowning_face _fight_covid_19 …
2547,0,jnu sanitation workers have not been paid for 3 months lockdown and covid 19 crisis has made their lives difficult …
2548,1,"trump looks to ""reopen"" economy after nyt coronavirus bombshell a close via ty"
2549,0,germany's low coronavirus mortality rate intrigues experts
2550,0,yall should watch al jazeera bbc and cnn for corona update shit is mad out there
2551,1,corona warriors great help …
2552,0,_brahmananda_vedic_gurukul_tapobhoomi_goa_batu spreading message through his art not to bring _virus in family by going out of home & violating rules laid down by govt _durgesh_art_goa /lvrodcfa0n
2553,0,honourable pm modi ji i recently opened two branches for iit/ medical students who belong to a very poor family i'm not going to take any pending amounts from them because of lockdown you r idle for me sir take care /twrrpvng9n – at techweb centre
2554,0,a nation where over two crores people eat gutka knowing that it will kill you with cancer sooner or later corona they could not see so they are not threatened mullahs & allamas have done grand job taking the scare out of people but they forget history of spain with simmilar virus
2555,0,show this to muslim hate mongers muslims are in forefront in fighting corona pandemic madrassas & mosques are given for corona centres
2556,0,@ studyabroadstudents raise your hand if you feel personally victimized by coronavirus bc i feel extremely personally victimized
2557,0,"scomo has early dementia ' encouraging a policy of “social distancing” amongst children where they stay 1 5 metres apart from each other at school "" 'shut us down ' aussies rage at pms coronavirus update # m4crs … via"
2558,0,so u want the corona to kill what is left in case ur not seeing the news europe countries r stealing medical supplies shipments from each other face_with_rolling_eyes
2559,0,this is urgent tell to stop forcing their drivers to work sick
2560,1,around 18500 patients world over recovered from covid 19 and around 155 patients recovered in india let us focus on positivity
2561,0,a trauma informed approach to teaching through coronavirus
2562,1,god bless you and your kids we will pray for you fight fight we have to finish coronavirus at any cost which is finishing us save each life is important for you
2563,1,・・ in line with an easing of some covid 19 restrictions by the authorities we are pleased to say that we are ready to welcome you back to the club and we are set to open a number of our… …
2564,0,i hate china after corona virus
2565,0,"dt lied yet again ""we have a problem that a month ago nobody ever thought about "" many reporters & others like warned them all of the dangers of the outbreak of op ed written 2 months ago via"
2566,1,kids these days are much better informed than many adults here's my niece doing her thing in lockdown time _19india pic twitter com/prfbbx5frc
2567,0,dear the world economy will not return to normal until your country realizes this epidemic is deadly please lockdown to stop the spread we want our lives back
2568,0,if we did not name the corona virus people would just think it is just a bad flu season
2569,0,i'm an nhs doctor treating coronavirus – you have no idea how bad things could get
2570,0,d's figures are for real and they speak the truth on behalf of the stupidity of intellectuals doctors paramedic are giving away their lives but some do not understand the pain they want to spread this pandemic and be called a child of god shame pic twitter com/a9u079hznr
2571,1,respected cm sir as the corona graph is inclining kindly consider 100 %lockdown except healthcare on 5 6 10 11 & 12th april to create a small vaccum in corona spread in tn as people are uncooperative without realising the seriousness of next impact
2572,0,recovery rate 43 % death rate 3 37% death 40 9 /dfgytjikz0
2573,0,fda chief warns of supply 'pressure' on reagents for coronavirus tests | medtech dive
2574,1,lavanders towns lakes we and supernova of love again beach seaside breezes we and waves of livelihood again clouds sunsets chaos we and poems of partners again smiles sorrow hills silhouette we and verses of life again copyright ritbik
